FileName," ""Abstract""",Predicted Summary
S0010448513002054," ""Affective computing involves human computer interaction where an interface can detect and respond in context to a user s emotions . Emotions play an essential role in the daily activities of a human during work and as a consequence can critically affect their decision making . Recent research on affective computing opens the door to exploring the emotional aspects of computer aided tasks and HCI however there is little research in this area related to computer aided design . There is an established connection between emotional and cognitive processes and without these emotional markers decision making in humans is almost non existent . The holy grail of engineering design is for a concept to be right first time and only by delving into the affect cognitive domain will insights in terms of the associability of critical decision making and the underlying intent of engineering decisions and tasks be better understood . Work in this field aims to recognize interpret and process human emotions in order to support and adapt computer based systems and their associated interfaces to user behaviors and to elicit appropriate system responses . This is a very contemporary area in engineering design research . One key aspect of provisioning CAD systems with the capability to detect the emotional state of the engineer is to lessen the chance of distorted reasoning as a result of irrational judgements . Work in this area can potentially identify emotional markers that influence the coherence incoherence of reasoning against knowledge as well as the potential quality and suitability of a specific engineering solution or approach . This paper proposes and investigates a methodology to determine the emotional aspects attributed to a set of CAD design tasks by analyzing the CAD operators psycho physiological signals . Two sets of experiments were conducted . A pilot case study focused on modeling tasks carried out in Solid Edge was run to prove the validity of the methodology the tools applied and subsequent analysis . The main case study extended this to more wide ranging user logging incorporating a series of configuration and optimization tasks in Siemens NX for a real design task . Psycho physiological signals of electroencephalography and galvanic skin resistance electrocardiography were recorded along with a log of CAD system user interactions . A fuzzy logic model was established to map the psycho physiological signals to a set of key emotions namely frustration satisfaction engagement and challenge and the results analyzed . The methodology and subsequent analysis applied was found to be repeatable . Over the various task action chains the elicitation and interpretation of each participant s emotions were successfully carried out with significant correlations demonstrated between the associated engineers CAD activities and their reported emotional states .""",Recent research on affective computing opens the door to exploring the emotional aspects of computer aided tasks and HCI however there is little research in this area related to computer aided design. This paper proposes and investigates a methodology to determine the emotional aspects attributed to a set of CAD design tasks by analyzing the CAD operators psycho physiological signals.
S0010448513001280," ""This paper presents automatic tools aimed at the generation and adaptation of unstructured tetrahedral meshes in the context of composite or heterogeneous geometry . These tools are primarily intended for applications in the domain of topology optimization methods but the approach introduced presents great potential in a wider context . Indeed various fields of application can be foreseen for which meshing heterogeneous geometry is required such as finite element simulations animation and visualization . Using B Rep concepts as well as specific adaptations of advancing front mesh generation algorithms the mesh generation approach presented guarantees in a simple and natural way mesh continuity and conformity across interior boundaries when trying to mesh a composite domain . When applied in the context of topology optimization methods this approach guarantees that design and non design sub domains are meshed so that finite elements are tagged as design and non design elements and so that continuity and conformity are guaranteed at the interface between design and non design sub domains . The paper also presents how mesh transformation and mesh smoothing tools can be successfully used when trying to derive a functional shape from raw topology optimization results .""",Using B Rep concepts as well as specific adaptations of advancing front mesh generation algorithms the mesh generation approach presented guarantees in a simple and natural way mesh continuity and conformity across interior boundaries when trying to mesh a composite domain.
S0010448513001607," ""A construction tree is a set of shape generation processes commonly produced with CAD modelers during a design process of B Rep objects . However a construction tree does not bring all the desired properties in many configurations dimension modifications idealization processes etc . Generating a non trivial set of generative processes possibly forming a construction graph can significantly improve the adequacy of some of these generative processes to meet user s application needs . This paper proposes to extract generative processes from a given B rep shape as a high level shape description . To evaluate the usefulness of this description finite element analyses and particularly idealizations are the applications selected to evaluate the adequacy of additive generative processes . Non trivial construction trees containing generic extrusion and revolution primitives behave like well established CSG trees . Advantageously the proposed approach is primitive based which ensures that any generative process of the construction graph does preserve the realizability of the corresponding volume . In the context of FEA connections between idealized primitives of a construction graph can be efficiently performed using their interfaces . Consequently generative processes of a construction graph become a high level object structure that can be tailored to idealizations of primitives and robust connections between them .""",Generating a non trivial set of generative processes possibly forming a construction graph can significantly improve the adequacy of some of these generative processes to meet user s application needs.
S0010448513002157," ""In modern industry conditions it is very important to develop methodologies for reducing costs and achieving the maximum quality of machined parts especially considering the dimensional accuracy of workpieces . Geometrical and dimensional inaccuracies are due to several factors such as workpiece and tool deformation during machining thermal distortions tool wear and machine tool inaccuracy . There are two main approaches used to improve the accuracy of workpieces mapping the tool workpiece displacement and altering the finishing tool path or the interpolated tool position to compensate the dimensional errors . The aim of this paper is to propose a new compensation approach based on adaptation of the geometrical 3D CAD model used to generate trajectories by CAM software . The concept is to produce a first workpiece using a CAM generated tool path . Then the workpiece is measured using optical methods and the displacements between the ideal workpiece model and the measured point cloud are calculated . Eventually the displacement vectors are applied to calculate a compensated workpiece model . Such model is then used as a reference by CAM software to calculate the compensated tool path which is applied for production of subsequent workpieces . The mathematical background and implementation details are given together with an example of application to a benchmark workpiece purposely machined with inaccurate tools . As the results show the new approach was able to compensate the geometrical inaccuracies of the benchmark workpiece .""",There are two main approaches used to improve the accuracy of workpieces mapping the tool workpiece displacement and altering the finishing tool path or the interpolated tool position to compensate the dimensional errors.
S0010448514000141," ""Research in material behavior involves the study of relationships between material composition and capacities to negotiate internal and external pressures . Tuning material composition for performance allows for the integration of multifaceted functionality and embedded responsiveness within minimal material means . The relationships of material composition and system performance can be dissected into properties of topology forces and materiality . When resourcing information about these aspects of material behavior from biological or technological systems the physical precedents as specimens and or models serve as the primary and often sole exemplar . While this is necessary to initiate the study of material make up as it relates to specific morphological performance there is an inherent limit when asking how and to what degree the knowledge resourced from that instance applies when alterations from the norm are generated . This research proposes the possibility for testing variants of a morphological system using physical models as the precedent while incorporating multiple means of computational analysis for extensive exploration . The framework begins with the initial stage of deducing principles regarding material organization and behavior through comparative physical and computational study . Subsequently through methods of abduction new vocabularies of form and potentials in performance are generated primarily through computational exploration . The framework is shaped by research into the design and materialization of complex pre stressed form and bending active architectures . A novel aspect of this framework is the development of a software environment called springFORM . In this environment material behavior is simulated using basic spring based methods . The novel contribution of this software is in providing means for both manual and algorithmic manipulations of mesh topologies and material properties during the form finding process . A series of architectural prototypes which range in scale define rules for the relationship between topological material complexity and the sequencing of particular exploratory methods . The studies define the value of the physical precedent as it engenders further material prototypes spring based explorations and simulations with finite element analysis . These rules and methods are further elaborated upon through studying the particularly fascinating structural capacity of banana leaf stalks a material system which is stiff in bending yet highly flexible in torsion . Of interest is a functional robustness which allows for the negotiation of both self weight and wind loading for a large and fully integrated leaf structure . Methods of simulation and meta heuristics are developed to address the continual material and topological differentiation of the banana leaf stalk . Case studies are based upon examination of specimens from the species Musa acuminata and Ensete ventricosum . Mechanical properties and geometric descriptions of isolated moments within the stalk provide the basis for computational comparison . Fundamental properties and behaviors are extracted from the plant specimens yet a full description is not possible because of the plant s intricate spatial structure . In this case the computational means serve to elucidate upon the behavior of the complete system as well as provide avenues.""",Tuning material composition for performance allows for the integration of multifaceted functionality and embedded responsiveness within minimal material means. This research proposes the possibility for testing variants of a morphological system using physical models as the precedent while incorporating multiple means of computational analysis for extensive exploration. The studies define the value of the physical precedent as it engenders further material prototypes spring based explorations and simulations with finite element analysis. These rules and methods are further elaborated upon through studying the particularly fascinating structural capacity of banana leaf stalks a material system which is stiff in bending yet highly flexible in torsion.
S0010448513002030," ""In this paper we propose a high capacity reversible data hiding method for 2D vector maps based on virtual coordinates . In the scheme we calculate two virtual coordinates for each eligible coordinate and embed secret bits by modifying the state value of the interval which is created by the two corresponding virtual coordinates . Since nearly every coordinate can carry bits the data capacity in bits achieves nearly times the number of vertices in the vector map . In addition to resist content preserving operations the vertex traversing order is defined . Experimental results and analysis show that the proposed method provides good reversibility invisibility and computational complexity and is robust against the feature rearrangement and vertex reversing attacks for polylines and polygons .""","""In this paper we propose a high capacity reversible data hiding method for 2D vector maps based on virtual coordinates."
S0010448513002376," ""In this article we present an algorithm to compute the maximum size of an object in three dimensions that can move collision free along a fixed trajectory through a virtual environment . This can be seen as a restricted version of the general problem of computing the maximum size of an object to move collision free from a start position to a goal position . We compute the maximum size by dividing the object into numerous small boxes and computing which ones collide with the virtual environment during the movement along the given trajectory . The algorithm presented is optimized for multi threaded computer architectures and also uses data structures that leave a small memory footprint making it suitable for use with large virtual environments .""","""In this article we present an algorithm to compute the maximum size of an object in three dimensions that can move collision free along a fixed trajectory through a virtual environment."
S0010448514000426," ""This paper is an overview of architectural structures which are either composed of polyhedral cells or closely related to them . We introduce the concept of a support structure of such a polyhedral cell packing . It is formed by planar quads and obtained by connecting corresponding vertices in two combinatorially equivalent meshes whose corresponding edges are coplanar and thus determine planar quads . Since corresponding triangle meshes only yield trivial structures we focus on support structures associated with quad meshes or hex dominant meshes . For the quadrilateral case we provide a short survey of recent research which reveals beautiful relations to discrete differential geometry . Those are essential for successfully initializing numerical optimization schemes for the computation of quad based support structures . Hex dominant structures may be designed via Voronoi tessellations power diagrams sphere packings and various extensions of these concepts . Apart from the obvious application as load bearing structures we illustrate here a new application to shading and indirect lighting . On a higher level our work emphasizes the interplay between geometry optimization statics and manufacturing with the overall aim of combining form function and fabrication into novel integrated design tools .""",Since corresponding triangle meshes only yield trivial structures we focus on support structures associated with quad meshes or hex dominant meshes.
S0010448513001747," ""Charged particulate spray systems are common in many industrial and manufacturing processes . Using externally applied electromagnetic fields the dynamics of these particulate sprays can be altered to achieve improved functionality and access to spray sites that are hard to reach . With such an alteration the spray particulate dynamics can become non intuitive thereby motivating a physically based modeling strategy to plan the spray gun operations and translate this into the actual spray deposition on the target surface . In this paper we use the dynamics of charged particles to construct a set of simple geometric arguments for the identification of the mapping between the spray gun trajectory and the spray deposit location . The parametric dependence of the mapping on spray gun operation parameters and external magnetic fields is discussed . The role of such arguments in constructing appropriate computer simulation frameworks is then illustrated through an example of a discrete element simulation . Sensitivity to process parameters like particulate size and spray gas velocity are also characterized for a given applied field .""",In this paper we use the dynamics of charged particles to construct a set of simple geometric arguments for the identification of the mapping between the spray gun trajectory and the spray deposit location.
S0010448513002340," ""This paper proposes a new tool for decision support to address geometric over constrained problems in Computer Aided Design . It concerns the declarative modeling of geometrical problems . The core of the coordinate free solver used to solve the Geometric Constraint Satisfaction Problem was developed previously by the authors . This research proposes a methodology based on Michelucci s witness method to determine whether the structure of the problem is over constrained . In this case the authors propose a tool for assisting the designer in solving the over constrained problem by ensuring the consistency of the specifications . An application of the methodology and tool is presented in an academic example . 2.5 2.1578 1.854 2.5 2.1578 1.854 2.3454 2.3 1.7116 2.3454 2.3 1.7116 2.3568 2.0017 1.9667 2.3568 2.0017 1.9667 1.1957 1.3623 1.3575 1.1957 1.3623 1.3575 1.6612 1.3705 1.7222 1.6612 1.3705 1.7222 2.0754 2.1397 1.7289 2.0754 2.1397 1.7289 2.1798 1.4924 1.6768 2.1798 1.4924 1.6768 2.4344 2.271 1.7365 2.4558 2.0012 1.9071 1.9071 1.9762 2.0172 1.741 1.741 1.7689 1.6297 1.7538 1.159 1.5984 1.1054 1.159 1.5984 1.1054 0.41569 0.41832 0.47819 1.389 0.53979 1.0454 1.0454 0.54824 0.67011 1.1941 0.060784 0.67011 1.1941 0.060784 0.98718 0.12051 0.80576 0.98718 0.12051 0.80576 1.754 1.5832 0.83324 1.754 1.5832 0.83324 0.54309 0.63836 0.87313 0.904 1.5846 0.74544 1.8806 1.309 1.1119 0.4288 1.2757 2.0694 4.8563 2.699 1.1408 4.7575 0.82269 1.0271 3.0168 2.0841 0.87694 0.7622 1.786 1.5431 0.53983 0.97193 1.4089 0.78228 0.75185 2.3414 0.84097 0.32545 0.67516 0.8287 0.0076529 0.096649 0.16532 0.060778 1.5895 3.1882 1.8921 0.70222 3.9125 0.50639 1.3099 3.9679 0.86343 0.66885 0.67273 0.28511 1.7211 0.2056 1.3945 0.46582""","""This paper proposes a new tool for decision support to address geometric over constrained problems in Computer Aided Design."
S0010448514000037," ""The performance of ball end mill cutters in cutting operations is influenced by the configuration of the rake and clearance faces in the ball component . From the mathematical design of a cutting edge curve the rake face can be defined by the rake angle and the width of the rake face at each cross section along the cutting edge . We propose the fundamental conditions that must govern the engagement between the grinding wheel and the designed rake face in order to avoid interference while machining a ball end mill . As a result a new mathematical model for determining the wheel location and a software program for simulating the generation of the rake face of a ball end mill are proposed . In addition methods for grinding the clearance face in both concave and flat shapes are introduced . The flute surface generated by a disk wheel during the grinding process is determined on the basis of a tangency condition . The results of the experiment and the simulation are compared to validate the proposed model . cos sin cos sin cos sin sin cos sin in which and are the principal normal vector normal curvature and the angle between the principal normal vector and the normal of the sphere at point on the cutting edge respectively .""",As a result a new mathematical model for determining the wheel location and a software program for simulating the generation of the rake face of a ball end mill are proposed.
S0010448514000293," ""In this paper the authors present research into an integrative computational design methodology for the design and robotic implementation of fibre composite systems . The proposed approach is based on the concurrent and reciprocal integration of biological analysis material design structural analysis and the constraints of robotic filament winding within a coherent computational design process . A particular focus is set on the development of specific tools and solvers for the generation simulation and optimization of the fibre layout and their feedback into the global morphology of the system . The methodology demonstrates how fibre reinforced composites can be arranged and processed in order to meet the specific requirements of architectural design and building construction . This was further tested through the design and fabrication of a full scale architectural prototype .""","""In this paper the authors present research into an integrative computational design methodology for the design and robotic implementation of fibre composite systems."
S0010448513001188," ""This paper presents classification representation and extraction of deformation features in sheet metal parts . The thickness is constant for these shape features and hence these are also referred to as constant thickness features . The deformation feature is represented as a set of faces with a characteristic arrangement among the faces . Deformation of the base sheet or forming of material creates Bends and Walls with respect to a base sheet or a reference plane . These are referred to as Basic Deformation Features . Compound deformation features having two or more BDFs are defined as characteristic combinations of Bends and Walls and represented as a graph called Basic Deformation Features Graph . The graph therefore represents a compound deformation feature uniquely . The characteristic arrangement of the faces and type of bends belonging to the feature decide the type and nature of the deformation feature . Algorithms have been developed to extract and identify deformation features from a CAD model of sheet metal parts . The proposed algorithm does not require folding and unfolding of the part as intermediate steps to recognize deformation features . Representations of typical features are illustrated and results of extracting these deformation features from typical sheet metal parts are presented and discussed .""",Compound deformation features having two or more BDFs are defined as characteristic combinations of Bends and Walls and represented as a graph called Basic Deformation Features Graph.
S0010448513001851," ""In this paper we address some computational challenges arising in complex simulation based design optimization problems . High computational cost black box formulation and stochasticity are some of the challenges related to optimization of design problems involving the simulation of complex mathematical models . Solving becomes even more challenging in case of multiple conflicting objectives that must be optimized simultaneously . In such cases application of multiobjective optimization methods is necessary in order to gain an understanding of which design offers the best possible trade off . We apply a three stage solution process to meet the challenges mentioned above . As our case study we consider the integrated design and control problem in paper mill design where the aim is to decrease the investment cost and enhance the quality of paper on the design level and at the same time guarantee the smooth performance of the production system on the operational level . In the first stage of the three stage solution process a set of solutions involving different trade offs is generated with a method suited for computationally expensive multiobjective optimization problems using parallel computing . Then based on the generated solutions an approximation method is applied to create a computationally inexpensive surrogate problem for the design problem and the surrogate problem is solved in the second stage with an interactive multiobjective optimization method . This stage involves a decision maker and her his preferences to find the most preferred solution to the surrogate problem . In the third stage the solution best corresponding that of stage two is found for the original problem .""",In the first stage of the three stage solution process a set of solutions involving different trade offs is generated with a method suited for computationally expensive multiobjective optimization problems using parallel computing.
S0010448513001516," ""The construction of the stiffness matrix associated with an Active B Spline NURBS surface is one of the most important but time consuming operations performed in CAD CAM CAE . This paper aims to address this problem and presents a novel computationally efficient generalised mathematical framework and accompanying algorithms based on an analytic solution to the problem . The approach is shown to extend seamlessly to the problem of computing mass damping and forcing matrices and importantly can handle variable mass damping and stiffness coefficients . The capabilities of the algorithms are illustrated and their respective performances verified through detailed analysis of the computational efficiency accuracy and stability in several practical case studies . The main benefit of the proposed approach is a reduction in computation times required for the evaluation of the stiffness matrix by up to a factor of 4 over the standard Gaussian Quadrature approach for the practical cases considered while preserving a high degree of accuracy and stability . Additionally no assumptions regarding the problem complexity degree or regularity of the knot vector are imposed upon the solution in order to achieve the computational saving .""",The main benefit of the proposed approach is a reduction in computation times required for the evaluation of the stiffness matrix by up to a factor of 4 over the standard Gaussian Quadrature approach for the practical cases considered while preserving a high degree of accuracy and stability.
S0010448513000857," ""Most existing methods for 3D model retrieval focus on the global shape description and matching . However partial shape description and retrieval may be used more frequently in the fields of product design and manufacture . In order to resolve the problem that the retrieval efficiency for complex model descriptors is low a CAD model retrieval method based on local surface region decomposition is presented in this paper . First according to the salient geometric features of the mechanical part the surface boundary of a solid model is divided into local convex concave and planar regions . Then we give a kind of region codes that describe the surface regions and their links in the CAD model . Finally the model retrievals are realized based on the similarity measurement between two models region codes . Experimental results have shown that this approach is able to support partial retrieval of CAD models .""",In order to resolve the problem that the retrieval efficiency for complex model descriptors is low a CAD model retrieval method based on local surface region decomposition is presented in this paper.
S0010448514000050," ""In architectural design surface shapes are commonly subject to geometric constraints imposed by material fabrication or assembly . Rationalization algorithms can convert a freeform design into a form feasible for production but often require design modifications that might not comply with the design intent . In addition they only offer limited support for exploring alternative feasible shapes due to the high complexity of the optimization algorithm . We address these shortcomings and present a computational framework for interactive shape exploration of discrete geometric structures in the context of freeform architectural design . Our method is formulated as a mesh optimization subject to shape constraints . Our formulation can enforce soft constraints and hard constraints at the same time and handles equality constraints and inequality constraints in a unified way . We propose a novel numerical solver that splits the optimization into a sequence of simple subproblems that can be solved efficiently and accurately . Based on this algorithm we develop a system that allows the user to explore designs satisfying geometric constraints . Our system offers full control over the exploration process by providing direct access to the specification of the design space . At the same time the complexity of the underlying optimization is hidden from the user who communicates with the system through intuitive interfaces .""",We address these shortcomings and present a computational framework for interactive shape exploration of discrete geometric structures in the context of freeform architectural design.
S0010448514000025," ""Geometric deviations are inevitably observable on manufactured workpieces and have huge influences on the quality and function of mechanical products . Therefore many activities in geometric variations management have to be performed to ensure the product function despite the presence of these deviations . Dimensional and Geometrical Product Specification and Verification are standards for the description of workpieces . Their lately revision grounds on GeoSpelling which is a univocal language for geometric product specification and verification and aims at providing a common understanding of geometric specifications in design manufacturing and inspection . The Skin Model concept is a basic concept within GeoSpelling and is an abstract model of the physical interface between a workpiece and its environment . In contrast to this understanding established models for computer aided modelling and engineering simulations make severe assumptions about the workpiece surface . Therefore this paper deals with operationalizing the Skin Model concept in discrete geometry for the use in geometric variations management . For this purpose Skin Model Shapes which are particular Skin Model representatives from a simulation perspective are generated . In this regard a Skin Model Shape is a specific outcome of the conceptual Skin Model and comprises deviations from manufacturing and assembly . The process for generating Skin Model Shapes is split into a prediction and an observation stage with respect to the available information and knowledge about expected geometric deviations . Moreover applications for these Skin Model Shapes in the context of mechanical engineering are given .""",Their lately revision grounds on GeoSpelling which is a univocal language for geometric product specification and verification and aims at providing a common understanding of geometric specifications in design manufacturing and inspection.
S0010448513001814," ""We present an interactive speed algorithm for computing the precise convex hull of freeform geometric models. The algorithm is based on two pre built data structures i a Gauss map organized in a hierarchy of normal pyramids and ii a Coons bounding volume hierarchy CBVH which effectively approximates freeform surfaces with a hierarchy of bilinear surfaces. For the axis direction of each normal pyramid we sample a point on the convex hull boundary using the CBVH. The sampled points together with the hierarchy of normal pyramids serve as a hierarchical approximation of the convex hull with which we can eliminate the majority of redundant surface patches. We compute the precise trimmed surface patches on the convex hull boundary using a numerical tracing technique and then stitch them together in a correct topology while filling the gaps with tritangent planes and bitangent developable scrolls. We demonstrate the effectiveness of our algorithm using experimental results.""",The sampled points together with the hierarchy of normal pyramids serve as a hierarchical approximation of the convex hull with which we can eliminate the majority of redundant surface patches.
S0010448513000687," ""This study proposes a robust topology optimisation method for the design of bi modulus structures under uncertain multiple loading conditions . The objective of the design optimisation is to minimise the standard deviation of the weighted structural compliance . The gradient based method is applied to perform a sensitivity analysis for the identification of optimal design variables . A material replacement method is used to overcome difficulty in the sensitivity analysis due to the stress dependent behaviour of the original bi modulus material . In the material replacement operation two new isotropic materials are identified to replace the original bi modulus material according to its two moduli . To reduce the side effects of the material replacement operation on the final design the local stiffness is modified in terms of the stress state . Typical numerical examples are used to demonstrate the effectiveness of the proposed method to the final design including the load uncertainty on the optimal bi modulus layout as well as other factors such as loading direction and the ratio between the two moduli of the bi modulus material . The comparison between layouts of isotropic and bi modulus materials also shows that the final bi modulus material distribution is sensitive to loading directions in practical designs .""",Typical numerical examples are used to demonstrate the effectiveness of the proposed method to the final design including the load uncertainty on the optimal bi modulus layout as well as other factors such as loading direction and the ratio between the two moduli of the bi modulus material.
S0010448513001474," ""The paper describes a method for the generation of tolerance specifications from product data . The problem is nontrivial due to the increasing adoption of geometric dimensioning criteria which call for the use of many types of geometric tolerances to completely and unambiguously represent the design intent and the many constraints deriving from manufacturing assembly and inspection processes . All these issues have to be modeled and explicitly provided to a generative specification procedure which may thus need a large amount of input data . The proposed approach tries to avoid this difficulty by considering that most precision requirements to be defined relate to the assembly process and can be automatically derived by analyzing the contact relations between parts and the assembly operations planned for the product . Along with possible user defined additional requirements relating to function assembly requirements are used in a rule based geometric reasoning procedure to select datum reference frames for each part and to assign tolerance types to part features . A demonstrative software tool based on the developed procedure has allowed to verify its correctness and application scope on some product examples .""",Along with possible user defined additional requirements relating to function assembly requirements are used in a rule based geometric reasoning procedure to select datum reference frames for each part and to assign tolerance types to part features.
S0010448513000845," ""The state of the art tool path computation algorithms for five axis machining consider only the workpiece and clamping device for collision avoidance . However in a real five axis machining process there are many other types of obstacles beyond workpiece and clamps that the tool assembly must avoid e.g . sensors and other intrusive devices . In such cases the only solution at present is by means of computer simulation of the machining process after the tool path has been computed . If collision is found it requires re computing the tool path and or changing the setup of the workpiece . This process is then re iterated until all the collisions are resolved . As a result the process is time consuming and requires excessive human intervention . In this paper we present rigorous analyses of the obstacles in five axis machining and propose efficient numerical algorithms for calculating and representing them . Using our results the obstacle free tool orientations can be determined completely at the tool path planning stage rather than relying on the simulation afterward . In addition as a direct application of our mathematical modeling we present a heuristic based solution to the optimal workpiece setups problem finding a minimum number of workpiece setups for an arbitrary sculpture part surface so that it can be machined completely on a given five axis machine without colliding with the obstacles . We use orthogonal table table five axis machines as an example and work out a numerical experiment using the proposed solution .""",In addition as a direct application of our mathematical modeling we present a heuristic based solution to the optimal workpiece problem setups finding a minimum number of workpiece setups for an arbitrary sculpture part surface so that it can be machined completely on a given five axis machine without colliding with the obstacles.
S0010448513001565," ""This paper presents a simple yet effective algorithm to improve an arbitrary Poisson disk sampling to reach the maximal property i.e . no more Poisson disk can be inserted . Taking a non maximal Poisson disk sampling as input our algorithm efficiently detects the regions allowing additional samples and then generates Poisson disks in these regions . The key idea is to convert the complicated plane or space searching problem into a simple searching on circles or spheres which is one dimensional lower than the original sampling domain . Our algorithm is memory efficient and flexible which generates maximal Poisson disk sampling in an arbitrary 2D polygon or 3D polyhedron . Moreover our parallel algorithm can be extended from the Euclidean space to curved surfaces in an intrinsic manner . Thanks to its parallel structure our method can be implemented easily on modern graphics hardware . We have observed significance performance improvement compared to the existing techniques .""",Taking a non maximal Poisson disk sampling as input our algorithm efficiently detects the regions allowing additional samples and then generates Poisson disks in these regions.
S0010448514000074," ""Since its inception computer aided 3D modeling has primarily relied on the Windows Icons Menus Pointer interface in which user input is in the form of keystrokes and pointer movements . The brain computer interface is a novel modality that uses the brain signals of a user to enable natural and intuitive interaction with an external device . In this paper we present a human factors study on the use of an Emotiv EEG BCI headset for 3D CAD modeling . The study focuses on substituting the conventional computer mouse and keyboard based inputs with inputs from the Emotiv EEG headset . The main steps include training the headset to recognize user specific EEG EMG signals and assigning the classified signals to emulate keystrokes which are used to activate control different commands of a CAD package . To assess the performance of the new system we compared the time taken by the users to create the 3D CAD models using both the conventional and BCI based interfaces . In addition to exhibit the adaptability of the new system we carried out the study for a set of CAD models of varying complexity .""",In this paper we present a human factors study on the use of an Emotiv EEG BCI headset for 3D CAD modeling.
S0010448513002078," ""There is a critical requirement for semantic interoperability among heterogeneous computer aided tolerancing systems with the sustainable growing demand of collaborative product design . But current data exchange standard for exchanging tolerance information among these systems can only exchange syntaxes and can not exchange semantics . Semantic interoperability among heterogeneous CAT systems is difficult to be implemented only with this standard . To address this problem some meta models of tolerance information supporting semantic interoperability and an interoperability platform based on these meta models should be constructed and developed respectively . This paper mainly focuses on the construction of a meta model for assembly tolerance types with a description logic ALC based approach . Description logics a family of knowledge representation languages for authoring ontologies are well known for having rigorous logic based semantics which supports semantic interoperability . ALC can provide a formal method to describe the research objects and the relations among them . In this formal method constraint relations among parts assembly feature surfaces and geometrical features are defined with some ALC assertional axioms and the meta model of assembly tolerance types is constructed through describing the spatial relations between geometrical features with some ALC terminological axioms . Besides ALC can also provide a highly efficient reasoning algorithm to automatically detect the inconsistency of the knowledge base a finite set of assertional and terminological axioms . With this reasoning algorithm assembly tolerance types for each pair of geometrical features are generated automatically through detecting the inconsistencies of the knowledge base . An application example is provided to illustrate the process of generating assembly tolerance types .""",In this formal method constraint relations among parts assembly feature surfaces and geometrical features are defined with some ALC assertional axioms and the meta model of assembly tolerance types is constructed through describing the spatial relations between geometrical features with some ALC terminological axioms.
S0010448513001231," ""This paper presents a framework for efficient feature tracking of time varying surfaces . The framework can not only capture the dynamic geometry features on time varying surfaces but can also compute the accurate boundaries of the geometry features . The basic idea of the proposed approach is using the multi scale motion flow and surface matching information to propagate the feature frame on time varying surfaces . We first define an effective multi scale geometry motion flow for the time varying surfaces which efficiently propagates the geometry features along the time direction of the time varying surfaces . By combining both the approximately invariant signature vectors and geometry motion flow vectors we also incorporate the shape matching into the system to process feature tracking for time varying surfaces in large deformation while with low frame sampling rate . Our approach does not depend on the topological connection of the underlying surfaces . Thus it can process both mesh based and point based time varying surfaces without vertex to vertex correspondence across the frames . Feature tracking results on different kinds of time varying surfaces illustrate the efficiency and effectiveness of the proposed method .""",We first define an effective multi scale geometry motion flow for the time varying surfaces which efficiently propagates the geometry features along the time direction of the time varying surfaces.
S0010448513000638," ""Network based space layouts are schematic models of whole spaces subspaces and related physical elements . They address diverse space modeling needs in building and product design . A schema for network based space layouts is defined that is influenced by existing space schemas . Layout elements and selected spatial relations form a geometric network . The network is embedded in 3 space and facilitates analysis with graph and network algorithms . Spatial constraints on layout elements and spatial relations extend the schema to support spatial consistency checking . Spatially consistent layouts are required for reliable network analysis and desirable for layout modification operations . An operation is introduced that evaluates spatial constraints to detect and semi or fully automatically resolve spatial inconsistencies in a layout . A layout modeling system prototype that includes proof of concept implementations of the layout schema extended by spatial constraints and the inconsistency resolution operation is described . Layouts of a floor of an office building and a rack server cabinet have been modeled with the system prototype .""",Spatial constraints on layout elements and spatial relations extend the schema to support spatial consistency checking. A layout modeling system prototype that includes proof of concept implementations of the layout schema extended by spatial constraints and the inconsistency resolution operation is described.
S0010448513000997," ""Virtual machining systems are applying computers and different types of software in manufacturing and production in order to simulate and model errors of real environment in virtual reality systems . Many errors of CNC machine tools have an effect on the accuracy and repeatability of part manufacturing . Some of these errors can be reduced by controlling the machining process and environmental parameters . However geometrical errors which have a big portion of total error need more attention . In this paper a virtual machining system which simulates the dimensional and geometrical errors of real three axis milling machining operations is described . The system can read the machining codes of parts and enforce 21 errors associated with linear and rotational motion axes in order to generate new codes to represent the actual machining operation . In order to validate the system free form profiles and surfaces of virtual and real machined parts are compared in order to present the reliability and accuracy of the software .""","In order to validate the system free form profiles and surfaces of virtual and real machined parts are compared in order to present the reliability and accuracy of the software."""
S0010448513001838," ""Streamline like free form features that flow on a base shape are often utilized in the design of products ranging from automobiles to everyday consumer products . Providing computational support for the design of such features is challenging because of the open endedness of the design explorations involved and the necessity to rapidly and precisely capture the design intents expressed in very simple forms such as free form sketches . We present a novel approach for designing streamline based free form surface features in the context of product design . Using our approach the user first designs a network of streamlines on the base shape by performing a stroke constrained mesh parameterization . Then the user utilizes these streamlines as a curvilinear scaffold for creating 3D free form features that are bounded and parameterized by these streamlines . The user is able to apply fine grained control of the outline profile and extent of the resulting 3D features by manipulating the streamlines . We demonstrate the capability of this approach on several product models .""",Then the user utilizes these streamlines as a curvilinear scaffold for creating 3D free form features that are bounded and parameterized by these streamlines.
